hewan,diagnosa,jumlah_hewan_yang_diperiksa,pengobatan
Unggas,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
Unggas,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
Unggas,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
Unggas,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
Unggas,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
Unggas,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
Unggas,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
Unggas,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
Unggas,Renal Failure,0,"Biodin, Hematodin"
Unggas,Retensio Sec,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Unggas,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
Unggas,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
Unggas,Seizure,0,Castran
Unggas,Sehat,0,"Vaksin, Surat Keterangan Sehat, Operasi"
Unggas,Snot,0,"Enrofloxacin, Biodin"
Unggas,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Unggas,Stomatitis,0,"Betamox, Biodin"
Unggas,Scabies,0,"Ivermectin, Biosolamin,Inmunair"
Unggas,Sporotrichosis,0,"Betamox, Vetadryl "
Unggas,Sprain,0,"Vitol Ade, Vetoxy La"
Unggas,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Unggas,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
Unggas,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
Unggas,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
Unggas,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
Unggas,Suspect FHV,0,"Vetoxy LA, Vetadryl"
Unggas,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
Unggas,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
Unggas,Timpany,0,"Trocar, Antibloat"
Unggas,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
Unggas,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Unggas,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Kelinci,Abortus,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Kelinci,Abses,0,"Cefotaxime,Dexamethason,Biosolamin,Septo Skin Spray"
Kelinci,Acral Lick Dermatitis,0,"Bethamox, Vitol Ade, Vetadryl"
Kelinci,Aggenesis Anni,0,Op Pembuatan Anus
Kelinci,Alergi,0,"Vetadryl, Vit Ade."
Kelinci,Anemia,0,"Hematodin, Vetadryl"
Kelinci,Arthritis,0,"Calcidex, Vit Ade, Dexamethazone, Biodin"
Kelinci,Avitaminosis,0,"Inj/ Betamox, Vetadryl, Hematodin, Biodin, Curvit"
Kelinci,BEF,0,"Vetoxy LA, Vetadryl, Sulpidone, Hematodin"
Kelinci,Bronkitis,0,"Cefadroxil, Ambroxol, Dexamethason, Vit C"
Kelinci,Calici,0,"Clavamox, Pronisi, Vi. C, Imboost"
Kelinci,Check Up,0,Hematodin
Kelinci,Chlamydia,0,"Dexamethason, Chloramphenicol Salep Mata"
Kelinci,Chlongiohepatitis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Kelinci,CKD,0,"Ketosteril, Lenal Ace, Ornipural"
Kelinci,Conjunctivitis,0,"Dexamethason, Chloramphenicol Salep Mata"
Kelinci,Dehidrasi,0,"Hematodin, Cairan RL"
Kelinci,Demam Non Spesifik,0,"Bethamox, Hematodin, Sulpidone"
Kelinci,Demodecosisi,0," Ivomec, Vetadryl"
Kelinci,Dermatitis,0,"Ivermectin,Lincomycin,Prednisone,Biosolamin,Inmunair"
Kelinci,Dermatophytosis,0,"Sebazole, Chlorhexidine, Vetadryl"
Kelinci,Diarrhea,0,"Bethamox, Vetadryl, Biodin, Hematodin"
Kelinci,Dislokasi,0,"Bethamox, Hematodin, Dexamethazone"
Kelinci,Distokia,0,"Ketamin, Lidocaine, Dexamethasone, Vit B1 , Caesar"
Kelinci,DIPHYLIDIASIS,0,"Inj / Betamox, Vetadryl, Hematopan R/ Drontal Cat"
Kelinci,Ear mites,0,"Ivermectin, Roborante, Erlamicetin Tetes Telinga"
Kelinci,Ektoparasitosis,0,"Ivermectin, Roborante"
Kelinci,Endoparasit,0,"Doxycycline, Clindamycin, Ivermectine, Selamectine"
Kelinci,Enteritis,0,"Biosolamin,Loperamide,Flagyl,Inmunair"
Kelinci,EGC,0,"Doxycycline,Dexa, Catosal"
Kelinci,Endophtalmitis,0,"Inj/ Betamox, Tolfedine , Hematopan , Biodin "
Kelinci,Endometritis,0,"Doxyciclin,Dexamethason, Biosolamin"
Kelinci,Febris,0,"Vit. B Complek, Stimuno"
Kelinci,FCV,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Kelinci,FHV / FRV,0,"Vitamin C , Vetadryl, Hematopan, Biodin"
Kelinci,FIC,0,Flunixin
Kelinci,FIP,0,"Doxycycline, Curcuma, B Complek"
Kelinci,FLUTD,0,"Pasang Cateter,Ampicillin,Aminophyllin,Biosolamin,"
Kelinci,Flu,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin,Fluimucil"
Kelinci,Fraktur,0,"Operasi Pasang Pen, Bandage, Meloxicam"
Kelinci,FUC,0,"Betamox, Tolfedin , Hematopan , Biodin"
Kelinci,Gangguan Syaraf Tulang Belakang,0,"Bethamox, Vitamin B1, Dexametazone, Hematodin"
Kelinci,Gastritis,0,"Primperan,Biosolamin,Prednisone,Cefotaxime"
Kelinci,Gastroenteritis,0,"Primperan,Biosolamin,Flagyl,Loperamide,Mylanta"
Kelinci,Ginggivitis,0,"Betamox, Vetadryl"
Kelinci,Glaucoma,0,"Inj/ Hematopan, R/ Cravit Eye Drop, Hyalub Eye Drop R/Doxy, Retivit, Seloxy"
Kelinci,Helminthiasis,0,"Drontal Dog, Drontal Cat, Albendazole"
Kelinci,Hernia Abdominalis,0,"Rl Sc, Vetadryl, Hematodin"
Kelinci,Hyphocalsemia,0,"Calcidex Plus, Vit Ade"
Kelinci,Hydroderma,0,"R/ Furosemide, Heptasan, Seloxy"
Kelinci,Heart Failure,0,"Inj / Betamox, Vetadryl"
Kelinci,Indigesti,0,"Bethamox, Hematodin, Vetadryl"
Kelinci,Inkoordinasi Syaraf,0,"Neurobion, Catosol"
Kelinci,Intoksikasi ,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Kelinci,Ikterus,0,"Hematodin, Vetadryl, Vit B1"
Kelinci,Jamur,0,"Ivermectin,Ketoconazole,Enrofloxacin"
Kelinci,Kennel Cough,0,"Betamox, Vetadryl "
Kelinci,Konstipasi,0," Betamox, Vetadryl , Hematopan"
Kelinci,Kornea ulser,0,"Gentamicin, Tetracicline, Ofloxacin, Vit A"
Kelinci,Laminitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Kelinci,Luka Trauma,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Kelinci,Laringitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Kelinci,Malnutrisi,0, Hematodin
Kelinci,Mastitis,0,"Lactaclox, Spiradin"
Kelinci,Myalgia,0," Betamox, Dexa, Neurobion"
Kelinci,Myasis,0,"Betamox, Dexa, Ivomec"
Kelinci,Mycoplasmosis,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Kelinci,Metritis,0,"Vetoxy La, Vetadryl, Hematodin, Sulpidone"
Kelinci,Miositis,0,"Dexamethason, Prednisone"
Kelinci,Necrotic,0,"Inj/ Cefazidime , Biodin , Dexametasone"
Kelinci,Operasi Kecil,0,"Ketamine, Silazin, Bethamox, Hematodin"
Kelinci,Operasi Besar,0,"Ketamine, Silazin, Bethamox, Hematodin"
Kelinci,ORF,0,"Vetoxy LA, Vetadryl, Introvit B-Comp"
Kelinci,Othematoma,0,"Amoxicillin, Dexamethasone, Adona, "
Kelinci,Otitis,0,"Doxyciclin,Biosolamin,"
Kelinci,Paraplegia,0,Nacl Fisiologis
Kelinci,Parvo,0,"Infus Rl Subkutan , Inj / Catosal , Hvetadryl, Betamox "
Kelinci,Panleukopenia,0,"Betamox, Vetadryl, Hematopan, Biodin"
Kelinci,Pasteurellosis,0,"Inj / Baytril, Vetadryl , Hematopan , Biodin"
Kelinci,Pemeriksaan,0,"Hematodin, Vit Ade"
Kelinci,Periodontitis,0,"Vit C, Ampicillin, Amoxicillin, Dexamethasone"
Kelinci,Pneumonia,0,"Hematopan, Vetedryl, Biodin"
Kelinci,Post partus,0,"Bethamox, Hematodin, Vetadryl"
Kelinci,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
Kelinci,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
Kelinci,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
Kelinci,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
Kelinci,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
Kelinci,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
Kelinci,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
Kelinci,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
Kelinci,Renal Failure,0,"Biodin, Hematodin"
Kelinci,Retensio Sec,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Kelinci,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
Kelinci,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
Kelinci,Seizure,0,Castran
Kelinci,Sehat,0,"Vaksin, Surat Keterangan Sehat, Operasi"
Kelinci,Snot,0,"Enrofloxacin, Biodin"
Kelinci,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Kelinci,Stomatitis,0,"Betamox, Biodin"
Kelinci,Scabies,2,"Ivermectin, Biosolamin,Inmunair"
Kelinci,Sporotrichosis,0,"Betamox, Vetadryl "
Kelinci,Sprain,0,"Vitol Ade, Vetoxy La"
Kelinci,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Kelinci,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
Kelinci,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
Kelinci,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
Kelinci,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
Kelinci,Suspect FHV,0,"Vetoxy LA, Vetadryl"
Kelinci,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
Kelinci,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
Kelinci,Timpany,0,"Trocar, Antibloat"
Kelinci,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
Kelinci,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Kelinci,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Musang,Abortus,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Musang,Abses,0,"Cefotaxime,Dexamethason,Biosolamin,Septo Skin Spray"
Musang,Acral Lick Dermatitis,0,"Bethamox, Vitol Ade, Vetadryl"
Musang,Aggenesis Anni,0,Op Pembuatan Anus
Musang,Alergi,0,"Vetadryl, Vit Ade."
Musang,Anemia,0,"Hematodin, Vetadryl"
Musang,Arthritis,0,"Calcidex, Vit Ade, Dexamethazone, Biodin"
Musang,Avitaminosis,0,"Inj/ Betamox, Vetadryl, Hematodin, Biodin, Curvit"
Musang,BEF,0,"Vetoxy LA, Vetadryl, Sulpidone, Hematodin"
Musang,Bronkitis,0,"Cefadroxil, Ambroxol, Dexamethason, Vit C"
Musang,Calici,0,"Clavamox, Pronisi, Vi. C, Imboost"
Musang,Check Up,0,Hematodin
Musang,Chlamydia,0,"Dexamethason, Chloramphenicol Salep Mata"
Musang,Chlongiohepatitis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Musang,CKD,0,"Ketosteril, Lenal Ace, Ornipural"
Musang,Conjunctivitis,0,"Dexamethason, Chloramphenicol Salep Mata"
Musang,Dehidrasi,0,"Hematodin, Cairan RL"
Musang,Demam Non Spesifik,0,"Bethamox, Hematodin, Sulpidone"
Musang,Demodecosisi,0," Ivomec, Vetadryl"
Musang,Dermatitis,0,"Ivermectin,Lincomycin,Prednisone,Biosolamin,Inmunair"
Musang,Dermatophytosis,0,"Sebazole, Chlorhexidine, Vetadryl"
Musang,Diarrhea,0,"Bethamox, Vetadryl, Biodin, Hematodin"
Musang,Dislokasi,0,"Bethamox, Hematodin, Dexamethazone"
Musang,Distokia,0,"Ketamin, Lidocaine, Dexamethasone, Vit B1 , Caesar"
Musang,DIPHYLIDIASIS,0,"Inj / Betamox, Vetadryl, Hematopan R/ Drontal Cat"
Musang,Ear mites,0,"Ivermectin, Roborante, Erlamicetin Tetes Telinga"
Musang,Ektoparasitosis,0,"Ivermectin, Roborante"
Musang,Endoparasit,0,"Doxycycline, Clindamycin, Ivermectine, Selamectine"
Musang,Enteritis,0,"Biosolamin,Loperamide,Flagyl,Inmunair"
Musang,EGC,0,"Doxycycline,Dexa, Catosal"
Musang,Endophtalmitis,0,"Inj/ Betamox, Tolfedine , Hematopan , Biodin "
Musang,Endometritis,0,"Doxyciclin,Dexamethason, Biosolamin"
Musang,Febris,0,"Vit. B Complek, Stimuno"
Musang,FCV,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Musang,FHV / FRV,0,"Vitamin C , Vetadryl, Hematopan, Biodin"
Musang,FIC,0,Flunixin
Musang,FIP,0,"Doxycycline, Curcuma, B Complek"
Musang,FLUTD,0,"Pasang Cateter,Ampicillin,Aminophyllin,Biosolamin,"
Musang,Flu,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin,Fluimucil"
Musang,Fraktur,0,"Operasi Pasang Pen, Bandage, Meloxicam"
Musang,FUC,0,"Betamox, Tolfedin , Hematopan , Biodin"
Musang,Gangguan Syaraf Tulang Belakang,0,"Bethamox, Vitamin B1, Dexametazone, Hematodin"
Musang,Gastritis,0,"Primperan,Biosolamin,Prednisone,Cefotaxime"
Musang,Gastroenteritis,0,"Primperan,Biosolamin,Flagyl,Loperamide,Mylanta"
Musang,Ginggivitis,0,"Betamox, Vetadryl"
Musang,Glaucoma,0,"Inj/ Hematopan, R/ Cravit Eye Drop, Hyalub Eye Drop R/Doxy, Retivit, Seloxy"
Musang,Helminthiasis,0,"Drontal Dog, Drontal Cat, Albendazole"
Musang,Hernia Abdominalis,0,"Rl Sc, Vetadryl, Hematodin"
Musang,Hyphocalsemia,0,"Calcidex Plus, Vit Ade"
Musang,Hydroderma,0,"R/ Furosemide, Heptasan, Seloxy"
Musang,Heart Failure,0,"Inj / Betamox, Vetadryl"
Musang,Indigesti,0,"Bethamox, Hematodin, Vetadryl"
Musang,Inkoordinasi Syaraf,0,"Neurobion, Catosol"
Musang,Intoksikasi ,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Musang,Ikterus,0,"Hematodin, Vetadryl, Vit B1"
Musang,Jamur,0,"Ivermectin,Ketoconazole,Enrofloxacin"
Musang,Kennel Cough,0,"Betamox, Vetadryl "
Musang,Konstipasi,0," Betamox, Vetadryl , Hematopan"
Musang,Kornea ulser,0,"Gentamicin, Tetracicline, Ofloxacin, Vit A"
Musang,Laminitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Musang,Luka Trauma,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Musang,Laringitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Musang,Malnutrisi,0, Hematodin
Musang,Mastitis,0,"Lactaclox, Spiradin"
Musang,Myalgia,0," Betamox, Dexa, Neurobion"
Musang,Myasis,0,"Betamox, Dexa, Ivomec"
Musang,Mycoplasmosis,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Musang,Metritis,0,"Vetoxy La, Vetadryl, Hematodin, Sulpidone"
Musang,Miositis,0,"Dexamethason, Prednisone"
Musang,Necrotic,0,"Inj/ Cefazidime , Biodin , Dexametasone"
Musang,Operasi Kecil,0,"Ketamine, Silazin, Bethamox, Hematodin"
Musang,Operasi Besar,0,"Ketamine, Silazin, Bethamox, Hematodin"
Musang,ORF,0,"Vetoxy LA, Vetadryl, Introvit B-Comp"
Musang,Othematoma,0,"Amoxicillin, Dexamethasone, Adona, "
Musang,Otitis,0,"Doxyciclin,Biosolamin,"
Musang,Paraplegia,0,Nacl Fisiologis
Musang,Parvo,0,"Infus Rl Subkutan , Inj / Catosal , Hvetadryl, Betamox "
Musang,Panleukopenia,0,"Betamox, Vetadryl, Hematopan, Biodin"
Musang,Pasteurellosis,0,"Inj / Baytril, Vetadryl , Hematopan , Biodin"
Musang,Pemeriksaan,0,"Hematodin, Vit Ade"
Musang,Periodontitis,0,"Vit C, Ampicillin, Amoxicillin, Dexamethasone"
Musang,Pneumonia,0,"Hematopan, Vetedryl, Biodin"
Musang,Post partus,0,"Bethamox, Hematodin, Vetadryl"
Musang,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
Musang,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
Musang,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
Musang,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
Musang,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
Musang,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
Musang,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
Musang,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
Musang,Renal Failure,0,"Biodin, Hematodin"
Musang,Retensio Sec,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Musang,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
Musang,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
Musang,Seizure,0,Castran
Musang,Sehat,1,"Vaksin, Surat Keterangan Sehat, Operasi"
Musang,Snot,0,"Enrofloxacin, Biodin"
Musang,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Musang,Stomatitis,0,"Betamox, Biodin"
Musang,Scabies,0,"Ivermectin, Biosolamin,Inmunair"
Musang,Sporotrichosis,0,"Betamox, Vetadryl "
Musang,Sprain,0,"Vitol Ade, Vetoxy La"
Musang,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Musang,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
Musang,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
Musang,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
Musang,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
Musang,Suspect FHV,0,"Vetoxy LA, Vetadryl"
Musang,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
Musang,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
Musang,Timpany,0,"Trocar, Antibloat"
Musang,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
Musang,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Musang,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi Perah,Abortus,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Sapi Perah,Abses,0,"Cefotaxime,Dexamethason,Biosolamin,Septo Skin Spray"
Sapi Perah,Acral Lick Dermatitis,0,"Bethamox, Vitol Ade, Vetadryl"
Sapi Perah,Aggenesis Anni,0,Op Pembuatan Anus
Sapi Perah,Alergi,0,"Vetadryl, Vit Ade."
Sapi Perah,Anemia,1,"Hematodin, Vetadryl"
Sapi Perah,Arthritis,0,"Calcidex, Vit Ade, Dexamethazone, Biodin"
Sapi Perah,Avitaminosis,0,"Inj/ Betamox, Vetadryl, Hematodin, Biodin, Curvit"
Sapi Perah,BEF,0,"Vetoxy LA, Vetadryl, Sulpidone, Hematodin"
Sapi Perah,Bronkitis,0,"Cefadroxil, Ambroxol, Dexamethason, Vit C"
Sapi Perah,Calici,0,"Clavamox, Pronisi, Vi. C, Imboost"
Sapi Perah,Check Up,0,Hematodin
Sapi Perah,Chlamydia,0,"Dexamethason, Chloramphenicol Salep Mata"
Sapi Perah,Chlongiohepatitis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Sapi Perah,CKD,0,"Ketosteril, Lenal Ace, Ornipural"
Sapi Perah,Conjunctivitis,0,"Dexamethason, Chloramphenicol Salep Mata"
Sapi Perah,Dehidrasi,0,"Hematodin, Cairan RL"
Sapi Perah,Demam Non Spesifik,0,"Bethamox, Hematodin, Sulpidone"
Sapi Perah,Demodecosisi,0," Ivomec, Vetadryl"
Sapi Perah,Dermatitis,0,"Ivermectin,Lincomycin,Prednisone,Biosolamin,Inmunair"
Sapi Perah,Dermatophytosis,0,"Sebazole, Chlorhexidine, Vetadryl"
Sapi Perah,Diarrhea,0,"Bethamox, Vetadryl, Biodin, Hematodin"
Sapi Perah,Dislokasi,0,"Bethamox, Hematodin, Dexamethazone"
Sapi Perah,Distokia,0,"Ketamin, Lidocaine, Dexamethasone, Vit B1 , Caesar"
Sapi Perah,DIPHYLIDIASIS,0,"Inj / Betamox, Vetadryl, Hematopan R/ Drontal Cat"
Sapi Perah,Ear mites,0,"Ivermectin, Roborante, Erlamicetin Tetes Telinga"
Sapi Perah,Ektoparasitosis,0,"Ivermectin, Roborante"
Sapi Perah,Endoparasit,0,"Doxycycline, Clindamycin, Ivermectine, Selamectine"
Sapi Perah,Enteritis,3,"Biosolamin,Loperamide,Flagyl,Inmunair"
Sapi Perah,EGC,0,"Doxycycline,Dexa, Catosal"
Sapi Perah,Endophtalmitis,0,"Inj/ Betamox, Tolfedine , Hematopan , Biodin "
Sapi Perah,Endometritis,0,"Doxyciclin,Dexamethason, Biosolamin"
Sapi Perah,Febris,0,"Vit. B Complek, Stimuno"
Sapi Perah,FCV,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Sapi Perah,FHV / FRV,0,"Vitamin C , Vetadryl, Hematopan, Biodin"
Sapi Perah,FIC,0,Flunixin
Sapi Perah,FIP,0,"Doxycycline, Curcuma, B Complek"
Sapi Perah,FLUTD,0,"Pasang Cateter,Ampicillin,Aminophyllin,Biosolamin,"
Sapi Perah,Flu,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin,Fluimucil"
Sapi Perah,Fraktur,0,"Operasi Pasang Pen, Bandage, Meloxicam"
Sapi Perah,FUC,0,"Betamox, Tolfedin , Hematopan , Biodin"
Sapi Perah,Gangguan Syaraf Tulang Belakang,0,"Bethamox, Vitamin B1, Dexametazone, Hematodin"
Sapi Perah,Gastritis,0,"Primperan,Biosolamin,Prednisone,Cefotaxime"
Sapi Perah,Gastroenteritis,0,"Primperan,Biosolamin,Flagyl,Loperamide,Mylanta"
Sapi Perah,Ginggivitis,0,"Betamox, Vetadryl"
Sapi Perah,Glaucoma,0,"Inj/ Hematopan, R/ Cravit Eye Drop, Hyalub Eye Drop R/Doxy, Retivit, Seloxy"
