hewan,diagnosa,jumlah_hewan_yang_diperiksa,pengobatan
Sapi Perah,Helminthiasis,0,"Drontal Dog, Drontal Cat, Albendazole"
Sapi Perah,Hernia Abdominalis,0,"Rl Sc, Vetadryl, Hematodin"
Sapi Perah,Hyphocalsemia,0,"Calcidex Plus, Vit Ade"
Sapi Perah,Hydroderma,0,"R/ Furosemide, Heptasan, Seloxy"
Sapi Perah,Heart Failure,0,"Inj / Betamox, Vetadryl"
Sapi Perah,Indigesti,0,"Bethamox, Hematodin, Vetadryl"
Sapi Perah,Inkoordinasi Syaraf,0,"Neurobion, Catosol"
Sapi Perah,Intoksikasi ,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Sapi Perah,Ikterus,0,"Hematodin, Vetadryl, Vit B1"
Sapi Perah,Jamur,0,"Ivermectin,Ketoconazole,Enrofloxacin"
Sapi Perah,Kennel Cough,0,"Betamox, Vetadryl "
Sapi Perah,Konstipasi,0," Betamox, Vetadryl , Hematopan"
Sapi Perah,Kornea ulser,0,"Gentamicin, Tetracicline, Ofloxacin, Vit A"
Sapi Perah,Laminitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Sapi Perah,Luka Trauma,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi Perah,Laringitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Sapi Perah,Malnutrisi,0, Hematodin
Sapi Perah,Mastitis,1,"Lactaclox, Spiradin"
Sapi Perah,Myalgia,0," Betamox, Dexa, Neurobion"
Sapi Perah,Myasis,0,"Betamox, Dexa, Ivomec"
Sapi Perah,Mycoplasmosis,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Sapi Perah,Metritis,0,"Vetoxy La, Vetadryl, Hematodin, Sulpidone"
Sapi Perah,Miositis,0,"Dexamethason, Prednisone"
Sapi Perah,Necrotic,0,"Inj/ Cefazidime , Biodin , Dexametasone"
Sapi Perah,Operasi Kecil,0,"Ketamine, Silazin, Bethamox, Hematodin"
Sapi Perah,Operasi Besar,0,"Ketamine, Silazin, Bethamox, Hematodin"
Sapi Perah,ORF,0,"Vetoxy LA, Vetadryl, Introvit B-Comp"
Sapi Perah,Othematoma,0,"Amoxicillin, Dexamethasone, Adona, "
Sapi Perah,Otitis,0,"Doxyciclin,Biosolamin,"
Sapi Perah,Paraplegia,0,Nacl Fisiologis
Sapi Perah,Parvo,0,"Infus Rl Subkutan , Inj / Catosal , Hvetadryl, Betamox "
Sapi Perah,Panleukopenia,0,"Betamox, Vetadryl, Hematopan, Biodin"
Sapi Perah,Pasteurellosis,0,"Inj / Baytril, Vetadryl , Hematopan , Biodin"
Sapi Perah,Pemeriksaan,0,"Hematodin, Vit Ade"
Sapi Perah,Periodontitis,0,"Vit C, Ampicillin, Amoxicillin, Dexamethasone"
Sapi Perah,Pneumonia,4,"Hematopan, Vetedryl, Biodin"
Sapi Perah,Post partus,21,"Bethamox, Hematodin, Vetadryl"
Sapi Perah,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
Sapi Perah,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
Sapi Perah,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
Sapi Perah,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
Sapi Perah,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
Sapi Perah,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
Sapi Perah,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
Sapi Perah,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
Sapi Perah,Renal Failure,0,"Biodin, Hematodin"
Sapi Perah,Retensio Sec,9,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Sapi Perah,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
Sapi Perah,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
Sapi Perah,Seizure,0,Castran
Sapi Perah,Sehat,0,"Vaksin, Surat Keterangan Sehat, Operasi"
Sapi Perah,Snot,0,"Enrofloxacin, Biodin"
Sapi Perah,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Sapi Perah,Stomatitis,0,"Betamox, Biodin"
Sapi Perah,Scabies,0,"Ivermectin, Biosolamin,Inmunair"
Sapi Perah,Sporotrichosis,0,"Betamox, Vetadryl "
Sapi Perah,Sprain,0,"Vitol Ade, Vetoxy La"
Sapi Perah,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Sapi Perah,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
Sapi Perah,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
Sapi Perah,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
Sapi Perah,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
Sapi Perah,Suspect FHV,0,"Vetoxy LA, Vetadryl"
Sapi Perah,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
Sapi Perah,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
Sapi Perah,Timpany,0,"Trocar, Antibloat"
Sapi Perah,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
Sapi Perah,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi Perah,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi potong,Abortus,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Sapi potong,Abses,0,"Cefotaxime,Dexamethason,Biosolamin,Septo Skin Spray"
Sapi potong,Acral Lick Dermatitis,0,"Bethamox, Vitol Ade, Vetadryl"
Sapi potong,Aggenesis Anni,0,Op Pembuatan Anus
Sapi potong,Alergi,0,"Vetadryl, Vit Ade."
Sapi potong,Anemia,0,"Hematodin, Vetadryl"
Sapi potong,Arthritis,0,"Calcidex, Vit Ade, Dexamethazone, Biodin"
Sapi potong,Avitaminosis,0,"Inj/ Betamox, Vetadryl, Hematodin, Biodin, Curvit"
Sapi potong,BEF,2,"Vetoxy LA, Vetadryl, Sulpidone, Hematodin"
Sapi potong,Bronkitis,0,"Cefadroxil, Ambroxol, Dexamethason, Vit C"
Sapi potong,Calici,0,"Clavamox, Pronisi, Vi. C, Imboost"
Sapi potong,Check Up,0,Hematodin
Sapi potong,Chlamydia,0,"Dexamethason, Chloramphenicol Salep Mata"
Sapi potong,Chlongiohepatitis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Sapi potong,CKD,0,"Ketosteril, Lenal Ace, Ornipural"
Sapi potong,Conjunctivitis,0,"Dexamethason, Chloramphenicol Salep Mata"
Sapi potong,Dehidrasi,0,"Hematodin, Cairan RL"
Sapi potong,Demam Non Spesifik,0,"Bethamox, Hematodin, Sulpidone"
Sapi potong,Demodecosisi,0," Ivomec, Vetadryl"
Sapi potong,Dermatitis,0,"Ivermectin,Lincomycin,Prednisone,Biosolamin,Inmunair"
Sapi potong,Dermatophytosis,0,"Sebazole, Chlorhexidine, Vetadryl"
Sapi potong,Diarrhea,0,"Bethamox, Vetadryl, Biodin, Hematodin"
Sapi potong,Dislokasi,0,"Bethamox, Hematodin, Dexamethazone"
Sapi potong,Distokia,0,"Ketamin, Lidocaine, Dexamethasone, Vit B1 , Caesar"
Sapi potong,DIPHYLIDIASIS,0,"Inj / Betamox, Vetadryl, Hematopan R/ Drontal Cat"
Sapi potong,Ear mites,0,"Ivermectin, Roborante, Erlamicetin Tetes Telinga"
Sapi potong,Ektoparasitosis,0,"Ivermectin, Roborante"
Sapi potong,Endoparasit,0,"Doxycycline, Clindamycin, Ivermectine, Selamectine"
Sapi potong,Enteritis,0,"Biosolamin,Loperamide,Flagyl,Inmunair"
Sapi potong,EGC,0,"Doxycycline,Dexa, Catosal"
Sapi potong,Endophtalmitis,0,"Inj/ Betamox, Tolfedine , Hematopan , Biodin "
Sapi potong,Endometritis,0,"Doxyciclin,Dexamethason, Biosolamin"
Sapi potong,Febris,0,"Vit. B Complek, Stimuno"
Sapi potong,FCV,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Sapi potong,FHV / FRV,0,"Vitamin C , Vetadryl, Hematopan, Biodin"
Sapi potong,FIC,0,Flunixin
Sapi potong,FIP,0,"Doxycycline, Curcuma, B Complek"
Sapi potong,FLUTD,0,"Pasang Cateter,Ampicillin,Aminophyllin,Biosolamin,"
Sapi potong,Flu,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin,Fluimucil"
Sapi potong,Fraktur,0,"Operasi Pasang Pen, Bandage, Meloxicam"
Sapi potong,FUC,0,"Betamox, Tolfedin , Hematopan , Biodin"
Sapi potong,Gangguan Syaraf Tulang Belakang,0,"Bethamox, Vitamin B1, Dexametazone, Hematodin"
Sapi potong,Gastritis,0,"Primperan,Biosolamin,Prednisone,Cefotaxime"
Sapi potong,Gastroenteritis,0,"Primperan,Biosolamin,Flagyl,Loperamide,Mylanta"
Sapi potong,Ginggivitis,0,"Betamox, Vetadryl"
Sapi potong,Glaucoma,0,"Inj/ Hematopan, R/ Cravit Eye Drop, Hyalub Eye Drop R/Doxy, Retivit, Seloxy"
Sapi potong,Helminthiasis,0,"Drontal Dog, Drontal Cat, Albendazole"
Sapi potong,Hernia Abdominalis,0,"Rl Sc, Vetadryl, Hematodin"
Sapi potong,Hyphocalsemia,0,"Calcidex Plus, Vit Ade"
Sapi potong,Hydroderma,0,"R/ Furosemide, Heptasan, Seloxy"
Sapi potong,Heart Failure,0,"Inj / Betamox, Vetadryl"
Sapi potong,Indigesti,0,"Bethamox, Hematodin, Vetadryl"
Sapi potong,Inkoordinasi Syaraf,0,"Neurobion, Catosol"
Sapi potong,Intoksikasi ,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Sapi potong,Ikterus,0,"Hematodin, Vetadryl, Vit B1"
Sapi potong,Jamur,0,"Ivermectin,Ketoconazole,Enrofloxacin"
Sapi potong,Kennel Cough,0,"Betamox, Vetadryl "
Sapi potong,Konstipasi,0," Betamox, Vetadryl , Hematopan"
Sapi potong,Kornea ulser,0,"Gentamicin, Tetracicline, Ofloxacin, Vit A"
Sapi potong,Laminitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Sapi potong,Luka Trauma,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi potong,Laringitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
Sapi potong,Malnutrisi,0, Hematodin
Sapi potong,Mastitis,0,"Lactaclox, Spiradin"
Sapi potong,Myalgia,0," Betamox, Dexa, Neurobion"
Sapi potong,Myasis,0,"Betamox, Dexa, Ivomec"
Sapi potong,Mycoplasmosis,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
Sapi potong,Metritis,0,"Vetoxy La, Vetadryl, Hematodin, Sulpidone"
Sapi potong,Miositis,0,"Dexamethason, Prednisone"
Sapi potong,Necrotic,0,"Inj/ Cefazidime , Biodin , Dexametasone"
Sapi potong,Operasi Kecil,0,"Ketamine, Silazin, Bethamox, Hematodin"
Sapi potong,Operasi Besar,0,"Ketamine, Silazin, Bethamox, Hematodin"
Sapi potong,ORF,0,"Vetoxy LA, Vetadryl, Introvit B-Comp"
Sapi potong,Othematoma,0,"Amoxicillin, Dexamethasone, Adona, "
Sapi potong,Otitis,0,"Doxyciclin,Biosolamin,"
Sapi potong,Paraplegia,0,Nacl Fisiologis
Sapi potong,Parvo,0,"Infus Rl Subkutan , Inj / Catosal , Hvetadryl, Betamox "
Sapi potong,Panleukopenia,0,"Betamox, Vetadryl, Hematopan, Biodin"
Sapi potong,Pasteurellosis,0,"Inj / Baytril, Vetadryl , Hematopan , Biodin"
Sapi potong,Pemeriksaan,0,"Hematodin, Vit Ade"
Sapi potong,Periodontitis,0,"Vit C, Ampicillin, Amoxicillin, Dexamethasone"
Sapi potong,Pneumonia,0,"Hematopan, Vetedryl, Biodin"
Sapi potong,Post partus,0,"Bethamox, Hematodin, Vetadryl"
Sapi potong,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
Sapi potong,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
Sapi potong,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
Sapi potong,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
Sapi potong,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
Sapi potong,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
Sapi potong,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
Sapi potong,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
Sapi potong,Renal Failure,0,"Biodin, Hematodin"
Sapi potong,Retensio Sec,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
Sapi potong,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
Sapi potong,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
Sapi potong,Seizure,0,Castran
Sapi potong,Sehat,0,"Vaksin, Surat Keterangan Sehat, Operasi"
Sapi potong,Snot,0,"Enrofloxacin, Biodin"
Sapi potong,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
Sapi potong,Stomatitis,0,"Betamox, Biodin"
Sapi potong,Scabies,0,"Ivermectin, Biosolamin,Inmunair"
Sapi potong,Sporotrichosis,0,"Betamox, Vetadryl "
Sapi potong,Sprain,0,"Vitol Ade, Vetoxy La"
Sapi potong,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
Sapi potong,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
Sapi potong,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
Sapi potong,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
Sapi potong,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
Sapi potong,Suspect FHV,0,"Vetoxy LA, Vetadryl"
Sapi potong,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
Sapi potong,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
Sapi potong,Timpany,0,"Trocar, Antibloat"
Sapi potong,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
Sapi potong,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
Sapi potong,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
kambing,Abortus,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
kambing,Abses,0,"Cefotaxime,Dexamethason,Biosolamin,Septo Skin Spray"
kambing,Acral Lick Dermatitis,0,"Bethamox, Vitol Ade, Vetadryl"
kambing,Aggenesis Anni,0,Op Pembuatan Anus
kambing,Alergi,0,"Vetadryl, Vit Ade."
kambing,Anemia,0,"Hematodin, Vetadryl"
kambing,Arthritis,0,"Calcidex, Vit Ade, Dexamethazone, Biodin"
kambing,Avitaminosis,1,"Inj/ Betamox, Vetadryl, Hematodin, Biodin, Curvit"
kambing,BEF,0,"Vetoxy LA, Vetadryl, Sulpidone, Hematodin"
kambing,Bronkitis,0,"Cefadroxil, Ambroxol, Dexamethason, Vit C"
kambing,Calici,0,"Clavamox, Pronisi, Vi. C, Imboost"
kambing,Check Up,0,Hematodin
kambing,Chlamydia,0,"Dexamethason, Chloramphenicol Salep Mata"
kambing,Chlongiohepatitis,0,"Betamox, Vetadryl, Hematopan , Biodin "
kambing,CKD,0,"Ketosteril, Lenal Ace, Ornipural"
kambing,Conjunctivitis,0,"Dexamethason, Chloramphenicol Salep Mata"
kambing,Dehidrasi,0,"Hematodin, Cairan RL"
kambing,Demam Non Spesifik,0,"Bethamox, Hematodin, Sulpidone"
kambing,Demodecosisi,0," Ivomec, Vetadryl"
kambing,Dermatitis,0,"Ivermectin,Lincomycin,Prednisone,Biosolamin,Inmunair"
kambing,Dermatophytosis,0,"Sebazole, Chlorhexidine, Vetadryl"
kambing,Diarrhea,0,"Bethamox, Vetadryl, Biodin, Hematodin"
kambing,Dislokasi,0,"Bethamox, Hematodin, Dexamethazone"
kambing,Distokia,0,"Ketamin, Lidocaine, Dexamethasone, Vit B1 , Caesar"
kambing,DIPHYLIDIASIS,0,"Inj / Betamox, Vetadryl, Hematopan R/ Drontal Cat"
kambing,Ear mites,0,"Ivermectin, Roborante, Erlamicetin Tetes Telinga"
kambing,Ektoparasitosis,0,"Ivermectin, Roborante"
kambing,Endoparasit,0,"Doxycycline, Clindamycin, Ivermectine, Selamectine"
kambing,Enteritis,0,"Biosolamin,Loperamide,Flagyl,Inmunair"
kambing,EGC,0,"Doxycycline,Dexa, Catosal"
kambing,Endophtalmitis,0,"Inj/ Betamox, Tolfedine , Hematopan , Biodin "
kambing,Endometritis,0,"Doxyciclin,Dexamethason, Biosolamin"
kambing,Febris,0,"Vit. B Complek, Stimuno"
kambing,FCV,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
kambing,FHV / FRV,0,"Vitamin C , Vetadryl, Hematopan, Biodin"
kambing,FIC,0,Flunixin
kambing,FIP,0,"Doxycycline, Curcuma, B Complek"
kambing,FLUTD,0,"Pasang Cateter,Ampicillin,Aminophyllin,Biosolamin,"
kambing,Flu,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin,Fluimucil"
kambing,Fraktur,0,"Operasi Pasang Pen, Bandage, Meloxicam"
kambing,FUC,0,"Betamox, Tolfedin , Hematopan , Biodin"
kambing,Gangguan Syaraf Tulang Belakang,0,"Bethamox, Vitamin B1, Dexametazone, Hematodin"
kambing,Gastritis,0,"Primperan,Biosolamin,Prednisone,Cefotaxime"
kambing,Gastroenteritis,0,"Primperan,Biosolamin,Flagyl,Loperamide,Mylanta"
kambing,Ginggivitis,0,"Betamox, Vetadryl"
kambing,Glaucoma,0,"Inj/ Hematopan, R/ Cravit Eye Drop, Hyalub Eye Drop R/Doxy, Retivit, Seloxy"
kambing,Helminthiasis,0,"Drontal Dog, Drontal Cat, Albendazole"
kambing,Hernia Abdominalis,0,"Rl Sc, Vetadryl, Hematodin"
kambing,Hyphocalsemia,0,"Calcidex Plus, Vit Ade"
kambing,Hydroderma,0,"R/ Furosemide, Heptasan, Seloxy"
kambing,Heart Failure,0,"Inj / Betamox, Vetadryl"
kambing,Indigesti,0,"Bethamox, Hematodin, Vetadryl"
kambing,Inkoordinasi Syaraf,0,"Neurobion, Catosol"
kambing,Intoksikasi ,0,"Bethamox, Hematodin, Vetadryl, Biodin"
kambing,Ikterus,0,"Hematodin, Vetadryl, Vit B1"
kambing,Jamur,0,"Ivermectin,Ketoconazole,Enrofloxacin"
kambing,Kennel Cough,0,"Betamox, Vetadryl "
kambing,Konstipasi,0," Betamox, Vetadryl , Hematopan"
kambing,Kornea ulser,0,"Gentamicin, Tetracicline, Ofloxacin, Vit A"
kambing,Laminitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
kambing,Luka Trauma,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
kambing,Laringitis,0,"Cefotaxime,Ampicillin,Aminophyllin,Biosolamin, Dexamethason"
kambing,Malnutrisi,0, Hematodin
kambing,Mastitis,1,"Lactaclox, Spiradin"
kambing,Myalgia,0," Betamox, Dexa, Neurobion"
kambing,Myasis,0,"Betamox, Dexa, Ivomec"
kambing,Mycoplasmosis,0,"Inj / Vetadryl , Aminophyline , Vetoxy , Hematopan , Biodin R/ Infus Rl Subkutan "
kambing,Metritis,0,"Vetoxy La, Vetadryl, Hematodin, Sulpidone"
kambing,Miositis,0,"Dexamethason, Prednisone"
kambing,Necrotic,0,"Inj/ Cefazidime , Biodin , Dexametasone"
kambing,Operasi Kecil,0,"Ketamine, Silazin, Bethamox, Hematodin"
kambing,Operasi Besar,0,"Ketamine, Silazin, Bethamox, Hematodin"
kambing,ORF,2,"Vetoxy LA, Vetadryl, Introvit B-Comp"
kambing,Othematoma,0,"Amoxicillin, Dexamethasone, Adona, "
kambing,Otitis,0,"Doxyciclin,Biosolamin,"
kambing,Paraplegia,0,Nacl Fisiologis
kambing,Parvo,0,"Infus Rl Subkutan , Inj / Catosal , Hvetadryl, Betamox "
kambing,Panleukopenia,0,"Betamox, Vetadryl, Hematopan, Biodin"
kambing,Pasteurellosis,0,"Inj / Baytril, Vetadryl , Hematopan , Biodin"
kambing,Pemeriksaan,0,"Hematodin, Vit Ade"
kambing,Periodontitis,0,"Vit C, Ampicillin, Amoxicillin, Dexamethasone"
kambing,Pneumonia,0,"Hematopan, Vetedryl, Biodin"
kambing,Post partus,0,"Bethamox, Hematodin, Vetadryl"
kambing,Pregnant,0,"Vit Ade, Vit Bcomplex, Biodin"
kambing,Prolaps anii,0,"Metronidazole, Hematopan, Kaolin Pectin"
kambing,Prolaps Bulbi,0,"Betamox, Vetadryl, Biodin, Hematopan, Enukleasi"
kambing,Prolaps Testis,0,"Betamox, Vetadryl, Biodin, Hematopan, Kastrasi"
kambing,Pullorum,0,"Inj / Hematodin, Biodin, Vetadryl, R/ Baytril, Seloxy Aa, Bio Atp, Imboost"
kambing,Pyoderma,0,"Cephalexin, Dexamethasone, Vit.C"
kambing,Pyometra,0," Betamox, Vetadryl, Hematopan Biodin, Operasi Angkat Pyometra"
kambing,Radang,0,"Bethamox, Hematodin, Vetadryl, Tolfedine"
kambing,Renal Failure,0,"Biodin, Hematodin"
kambing,Retensio Sec,0,"Vetoxy La, Vetadryl, Sulpidone, Hematodin"
kambing,Rhinitis,0,"Septri, Hematopan, Biodin, Vetadryl"
kambing,Rhinotracheitis,0,"Inj/ Betamox, Tolfedine, Hematodin, Vetadryl, Injektamin"
kambing,Seizure,0,Castran
kambing,Sehat,0,"Vaksin, Surat Keterangan Sehat, Operasi"
kambing,Snot,0,"Enrofloxacin, Biodin"
kambing,Stres fisiologis,0,"Betamox, Vetadryl, Hematopan , Biodin "
kambing,Stomatitis,0,"Betamox, Biodin"
kambing,Scabies,0,"Ivermectin, Biosolamin,Inmunair"
kambing,Sporotrichosis,0,"Betamox, Vetadryl "
kambing,Sprain,0,"Vitol Ade, Vetoxy La"
kambing,Suspek Calisivirus,0,"Bethamox, Hematodin, Vetadryl, Biodin"
kambing,Suspek FUS,0,"Bethamox, Hematodin, Vetadryl"
kambing,Suspek Panleucopenia,0,"Bethamox, Hematodin, Vetadryl"
kambing,Suspek Chlamydiosis,0,"Bethamox, Hematodin, Vetadryl"
kambing,Suspect FRV,0,"Vitamin B-Comp, Dexametazone/Spiradin, Hematodin"
kambing,Suspect FHV,0,"Vetoxy LA, Vetadryl"
kambing,Syaraf Tulang Belakang,0,"Bethamox, Hematodin, Dexamethasone"
kambing,Tumor,0,"Operasi Angkat Tumor, Betamox, Vitol"
kambing,Timpany,0,"Trocar, Antibloat"
kambing,Uveitis,0,"Limoxin , Dexa , Hematopan Biodin"
kambing,Vaksin Rabies,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
kambing,Vulnus,0,"Cefotaxime,Roborante,Dexamethason,Biosolamin, Enrofloxacin"
